LoanID,Application_ID,PortfolioID,ApplicationDate,Payin_120days
I2061889-0,89962110,7,37:41.0,1.9
I2319081-0,137794625,5,46:47.0,0.4
I1915164-0,85955510,7,09:04.0,0.6
I1968246-0,125043503,5,39:06.0,1.518733
I2190545-0,94321990,7,03:26.0,0
I2146843-0,92655441,7,03:51.0,0.9
I2304316-0,101196933,7,48:27.0,0.9
I2342106-0,113577997,6,16:04.0,1.228986
I1930455-0,86393971,1,11:49.0,2.707654
I2393232-0,115927655,6,43:21.0,0
I2281535-0,110976411,6,19:32.0,0.5125
I2011550-0,102077504,6,34:14.0,2.572666
I2140869-0,92364305,7,36:47.0,1.85
I2304408-0,98286336,1,41:33.0,1.85
I2051343-0,88861256,1,02:47.0,2.872857
I1959978-0,87233044,1,12:51.0,1.266666
I2076996-0,89311133,1,53:06.0,0.5
I1950645-0,101011635,6,20:43.0,2.05
I1994065-0,87847043,1,17:34.0,0
I2181950-0,105993471,6,30:09.0,0.75
I2086449-0,89495161,1,26:15.0,1.8
I2052162-0,89747407,7,27:12.0,0
I2041048-0,102551532,6,54:21.0,1
I2300681-0,98129617,1,51:47.0,0.3
I2347203-0,100096954,1,52:54.0,0
I1960279-0,87242669,1,31:10.0,2.851428
I2219015-0,93398698,1,58:47.0,2.744444
I2261264-0,109804614,6,31:33.0,1.1
I1932546-0,86688041,7,50:01.0,1
I2199304-0,92694972,1,55:42.0,2.45
I2299331-0,98079267,1,57:09.0,1.6
I1978977-0,88037511,7,03:39.0,1.6
I2118044-0,128745430,5,16:44.0,1.3
I2100353-0,103583246,6,21:27.0,2.47
I2085928-0,127856756,5,06:49.0,1.684615
I2031623-0,126524582,5,05:48.0,0.6
I2240434-0,108566457,6,54:44.0,1.57825
I2310788-0,101548993,7,12:33.0,0.2
I2158198-0,130433048,5,31:09.0,2.293333
I2290636-0,100492730,7,19:44.0,3.01
I2113520-0,90004012,1,47:13.0,0.3
I2255593-0,98058318,7,14:36.0,1.157133
I2302674-0,101090560,7,52:17.0,1.081666
I2058020-0,89887735,7,57:40.0,2.712142
I2108987-0,91118526,7,35:07.0,1.25
I2291303-0,100518063,7,02:30.0,1.183333
I2055551-0,88938904,1,33:20.0,0.264285
I2291771-0,136667054,5,40:02.0,0
I2364860-0,100816215,1,30:45.0,1.25
I1952708-0,87075825,1,22:38.0,1.983333
I2131565-0,129277522,5,17:02.0,1.091666
I2089084-0,90611169,7,49:08.0,1.558671
I2310638-0,112330691,6,25:34.0,1.711766
I2179094-0,93944168,7,10:26.0,0.3
I2152912-0,130242750,5,11:49.0,2.266666
I2030985-0,88435900,1,05:53.0,0.133333
I2369354-0,104184594,7,20:13.0,0.3
I2065480-0,89100177,1,08:28.0,2.52625
I2255309-0,98038123,7,53:28.0,2.32
I2305252-0,137245703,5,45:46.0,1
I2143921-0,129850816,5,26:42.0,0.3
I2303975-0,98260812,1,45:09.0,2.8125
I2397159-0,116128636,6,49:01.0,1
I2396387-0,141063088,5,43:54.0,1.26
I2332103-0,99424448,1,13:49.0,1.516666
I2366838-0,100897649,1,46:35.0,1.421426
I2043158-0,89490755,7,34:02.0,0.2
I2176972-0,92109548,1,01:21.0,0.3
I1978477-0,101604552,6,16:12.0,0
I2395230-0,105239702,7,07:58.0,1.6
I2110619-0,128487411,5,38:00.0,1.275
I2378354-0,101298897,1,52:30.0,1.892857
I2116374-0,128677010,5,32:33.0,1
I2280927-0,136094124,5,51:36.0,0.775
I2187427-0,131276104,5,54:42.0,0.383333
I2368601-0,104140056,7,29:45.0,1
I2091858-0,103419871,6,34:23.0,2.52
I2030231-0,88417835,1,43:23.0,2.2
I2100320-0,103582533,6,11:43.0,1.075
I2331182-0,138261630,5,05:53.0,0.3
I2165296-0,93488956,7,23:26.0,2.603333
I2274836-0,99448481,7,14:05.0,0.4
I2398356-0,102272784,1,29:37.0,1.026315
I2084690-0,103296573,6,04:39.0,1.175
I2331274-0,138269143,5,25:21.0,0
I2151889-0,91389424,1,42:15.0,1.25714
I2374376-0,114954906,6,43:21.0,2.26
I2348618-0,103298127,7,38:55.0,0
I2284026-0,111125225,6,09:50.0,0.25625
I2193902-0,94430443,7,39:33.0,3.057144
I2378357-0,115096408,6,54:04.0,0
I2317801-0,137758613,5,40:44.0,0
I2064115-0,127380477,5,34:17.0,0.6
I2200511-0,131660197,5,09:31.0,2.145
I2354824-0,103535379,7,24:36.0,1.15
I2134291-0,90708972,1,51:50.0,1.941666
I1937452-0,86851439,7,28:00.0,0
I2081092-0,89382072,1,12:26.0,0.6
I2106798-0,89901253,1,50:18.0,1.55
I2084628-0,127824873,5,44:17.0,2.45
I1974264-0,87929231,7,49:56.0,2.94
I1968656-0,101399394,6,34:33.0,1.257145
I2120331-0,128786116,5,30:34.0,1.063636
I2280947-0,97131426,1,36:36.0,1.2
I1964330-0,124917066,5,54:49.0,2.38284
I2270821-0,135508255,5,26:06.0,0.3
I2307601-0,112204932,6,29:42.0,1.1125
I2106498-0,128402936,5,04:07.0,0
I1975424-0,125282881,5,22:41.0,1.09
I2318062-0,137759952,5,55:16.0,1.230066
I1986862-0,101749080,6,51:31.0,0.6
I2186215-0,94153304,7,09:32.0,2.3625
I2120200-0,90181365,1,16:35.0,2.60472
I2334635-0,138397678,5,00:12.0,1.35
I2273144-0,110495298,6,08:32.0,1.12656
I2259225-0,95829445,1,32:19.0,1.93
I2118173-0,91381740,7,01:33.0,1.25
I1992944-0,125718737,5,51:21.0,2.221666
I2277819-0,99632175,7,12:06.0,2.38
I2293390-0,111590331,6,06:12.0,1.3
I2378049-0,115085865,6,30:06.0,0.9
I2108252-0,128467278,5,47:30.0,1.3
I2218644-0,107268774,6,10:05.0,0.9375
I2168980-0,93660130,7,23:17.0,1.26
I2199948-0,94704049,7,20:56.0,1.125
I1970229-0,87461025,1,58:40.0,1.3
I2246461-0,134078664,5,44:38.0,1.230833
I2110433-0,89941876,1,30:10.0,1
I2212582-0,93114695,1,58:45.0,1.154166
I2397475-0,116142564,6,32:17.0,1.225
I2110906-0,89942066,1,36:13.0,2.27875
I2158385-0,93172428,7,47:39.0,2.74643
I2167798-0,91865022,1,49:24.0,1.25
I2323672-0,99100885,1,02:07.0,0
I2124268-0,91550308,7,18:35.0,0.228571
I2254582-0,134483809,5,23:20.0,0
I2189157-0,94266663,7,52:48.0,0.525
I2147436-0,92696335,7,31:36.0,1.75
I2153210-0,105193442,6,41:46.0,2.044166
I2019799-0,88234114,1,39:56.0,1.1125
I2137811-0,104671381,6,29:27.0,0
I1931716-0,100405787,6,49:58.0,1.157142
I2346285-0,138866740,5,55:42.0,1
I1987089-0,125608802,5,47:51.0,1.393093
I2109713-0,91118853,7,03:31.0,1
I2371040-0,139874744,5,13:18.0,0.6
I2132618-0,91942308,7,15:30.0,0.3
I2357601-0,139343619,5,37:14.0,0
I2373112-0,104310725,7,22:15.0,2.758181
I2083373-0,90477973,7,43:39.0,2.62
I1923344-0,123221068,5,07:30.0,1.183887
I2124259-0,104146832,6,58:40.0,0.5
I2203030-0,131748835,5,34:19.0,1.4625
I2031033-0,126515296,5,19:56.0,2.546666
I2159259-0,93210250,7,41:38.0,0.833333
I2229976-0,132973829,5,14:36.0,1
I2111455-0,103792616,6,22:05.0,2.7
I2198884-0,131606875,5,19:06.0,1.1202
I2365694-0,100860932,1,53:21.0,1.33214
I2082389-0,90450202,7,05:43.0,0.925
I1916747-0,85911281,1,39:59.0,0
I2332093-0,99424243,1,10:47.0,1.7456
I2124431-0,91554184,7,50:19.0,1.3
I2145667-0,91178360,1,59:10.0,2.5
I2392359-0,115875184,6,25:02.0,0.5125
I2190774-0,106217020,6,35:30.0,1.783333
I2265122-0,135172080,5,50:43.0,2.62
I2118013-0,104000153,6,36:17.0,0.416666
I2319361-0,137801457,5,48:26.0,1
I2069421-0,90120295,7,59:48.0,0.275
I2086613-0,127875701,5,14:23.0,2.591428
I2110851-0,128487479,5,58:14.0,2.425
I2018726-0,126237164,5,15:48.0,0.383333
I2271263-0,99196867,7,52:39.0,1.5
I2174147-0,92057741,1,12:07.0,1.27
I2078420-0,89337336,1,59:06.0,2.84
I2126986-0,104223227,6,23:48.0,2.591428
I2157191-0,93119233,7,42:19.0,1.8575
I2204736-0,106675242,6,12:04.0,0.258333
I2117911-0,91352496,7,21:57.0,1.6
I2068996-0,90115458,7,11:32.0,2.543333
I2014855-0,102123259,6,15:05.0,0.95
I2238633-0,94622963,1,48:37.0,0.3
I2134680-0,90727631,1,33:37.0,1.09375
I2048560-0,88794237,1,12:42.0,0.8
I2217804-0,95496162,7,50:47.0,2.47
I2390429-0,105051873,7,36:33.0,0
I2148415-0,130053448,5,19:00.0,0.45
I2357358-0,139334682,5,42:55.0,1.08705
I2231177-0,107885611,6,51:36.0,0.9
I2318741-0,98898466,1,32:15.0,1.8
I2148555-0,130058989,5,53:55.0,0.2
I2107741-0,91096083,7,28:52.0,2.293333
I2168549-0,93638998,7,41:32.0,1.583333
I2122435-0,104102720,6,35:35.0,0.516666
I2186968-0,131261003,5,24:40.0,1.177333
I2288828-0,111365412,6,50:17.0,1.08125
I2219387-0,132366993,5,16:42.0,2.603333
I2358538-0,100564724,1,26:22.0,2.36
I2225066-0,107534302,6,31:27.0,2.09395
I2131902-0,91903676,7,15:53.0,0
I2031831-0,89161994,7,45:00.0,0.3
I2208197-0,131924110,5,15:40.0,0
I2391194-0,101952736,1,46:11.0,1.3125
I2060079-0,127301388,5,40:43.0,1.125
I2370402-0,104211792,7,29:34.0,1.103373
I2096601-0,103505855,6,29:24.0,2.851428
I2209954-0,95127055,7,44:44.0,1.784113
I2078136-0,127668832,5,43:30.0,0.3
I2039915-0,126752671,5,36:09.0,1
I2170738-0,105758295,6,40:09.0,1.181987
I2313894-0,98703871,1,53:03.0,0.8
I2160838-0,93280473,7,55:43.0,1
I2130954-0,104380126,6,40:14.0,0.81
I2042571-0,89454880,7,58:27.0,1.3
I2230116-0,107822059,6,29:41.0,1.225
I2125371-0,91583449,7,40:34.0,1.1665
I2375188-0,101185342,1,06:55.0,1.898571
I2126993-0,91667005,7,41:14.0,2.591428
I2382417-0,104654418,7,10:57.0,1.125
I2250295-0,97711617,7,28:27.0,1.2275
I1991199-0,125686323,5,35:51.0,0.3
I2150146-0,105090087,6,08:29.0,1.9785
I2234843-0,108214322,6,27:26.0,1.415
I2275544-0,135770434,5,18:27.0,0
I2124917-0,128951881,5,01:10.0,1.366666
I2145444-0,129923115,5,22:39.0,1.147366
I2083971-0,127805282,5,20:13.0,0.241176
I2224782-0,95863288,7,36:42.0,2.254462
I2111373-0,89942208,1,47:38.0,2.069571
I1918306-0,86073105,7,58:48.0,2.293333
I2139359-0,90917896,1,45:16.0,0.3
I2110898-0,103777813,6,19:09.0,1.123528
I2325791-0,138058194,5,17:29.0,0
I2288221-0,111338715,6,12:17.0,2.08125
I2259743-0,98395465,7,51:30.0,0.6
I2231866-0,107931656,6,58:32.0,2.38491
I2175332-0,131024049,5,11:47.0,2.553333
I2125110-0,128958543,5,04:35.0,0.51
I2167659-0,130781940,5,12:13.0,2.41214
I2137890-0,92209987,7,23:08.0,0
I2343661-0,99873088,1,55:29.0,0
I2300885-0,101018021,7,32:47.0,1.3
I2285437-0,111197005,6,17:50.0,2.475
I2142419-0,129799990,5,15:36.0,0
I2134940-0,104553923,6,32:41.0,2.691666
I2113063-0,89986443,1,55:41.0,2.591428
I1947300-0,124292816,5,14:53.0,0
I2073521-0,127533993,5,32:03.0,1.135
I1953983-0,87403475,7,18:19.0,1.166666
I2167782-0,93589346,7,52:18.0,0
I2373889-0,139982183,5,06:01.0,2.15
I2058486-0,127270246,5,55:26.0,0.6
I1970862-0,101447246,6,09:10.0,1.076193
I2118796-0,104008377,6,08:27.0,1.225
I2236575-0,94485363,1,18:57.0,0.9
I2086459-0,103330360,6,28:01.0,2.88
I2108328-0,91106297,7,57:20.0,0.93
I2223300-0,107477088,6,24:39.0,2.84
I2170039-0,130887295,5,44:52.0,1
I2199665-0,131628553,5,42:51.0,2.466666
I2188490-0,92362233,1,18:45.0,0
I2046752-0,126947825,5,26:41.0,2.335
I1994714-0,87852467,1,42:09.0,0.5
I2038070-0,89334891,7,38:07.0,2.865
I2158968-0,91598005,1,21:34.0,1.525
I1999374-0,88427163,7,56:18.0,1.835711
I2213626-0,107001005,6,08:58.0,1.11364
I2300570-0,111889948,6,39:44.0,0
I1942268-0,86786500,1,54:51.0,1.55
I2176465-0,105886182,6,48:24.0,0.6
I2174105-0,105841838,6,06:53.0,0.258333
I1954674-0,124576851,5,51:00.0,1.275
I2143008-0,104844926,6,24:12.0,0
I2321253-0,99012259,1,41:33.0,1.5
I2204461-0,131787590,5,57:03.0,3.31
I2282551-0,97232111,1,13:59.0,0.3
I2201050-0,94745287,7,46:09.0,1.08125
I2110775-0,89942016,1,19:43.0,2.53
I2065099-0,90041899,7,51:14.0,2.6702
I2075032-0,103112135,6,02:43.0,2.97
I2389067-0,140674320,5,28:46.0,1.6
I2314109-0,98713550,1,34:51.0,1.265
I2294397-0,97847162,1,28:06.0,1.3
I2143168-0,129818706,5,33:12.0,3.03
I2194540-0,94450293,7,25:32.0,0.9
I2053855-0,88905722,1,24:06.0,1.8
I2160089-0,93256027,7,48:15.0,1.2
I2120269-0,91419815,7,46:08.0,2.55
I2378495-0,101304519,1,56:14.0,1.92
I2295926-0,100753026,7,21:49.0,0.6
I2130834-0,104377808,6,41:13.0,0.316666
I2117507-0,128722899,5,05:00.0,0.483333
I2396720-0,105300446,7,20:27.0,0.65
I1926999-0,100219806,6,39:48.0,0
I1935864-0,86586883,1,35:24.0,1.608333
I2174363-0,130998009,5,00:08.0,0.3
I1969186-0,87441264,1,18:48.0,1.866662
I1929285-0,123493436,5,19:57.0,1
I2104193-0,91000213,7,02:55.0,1.26
I2357405-0,139336235,5,23:46.0,1
I2333030-0,99470203,1,57:18.0,1.91
I2240618-0,94768174,1,44:13.0,1.69643
I2086404-0,89494333,1,16:09.0,1.05
I2282540-0,97231567,1,07:54.0,2.5
I2011111-0,126072232,5,01:57.0,1.2
I2010264-0,102054989,6,39:26.0,1.2
I2117245-0,128709205,5,37:33.0,1.135
I2109658-0,128486889,5,18:23.0,2.54
I2311663-0,112363465,6,05:16.0,1.135
I2356319-0,114237739,6,40:37.0,1.325
I2148631-0,105038047,6,05:56.0,0
I2273851-0,96704975,1,56:17.0,1.435
I2271692-0,99240454,7,42:44.0,1.37286
I2107524-0,89919606,1,03:20.0,2.466666
I2110306-0,89941808,1,38:55.0,2.5
I2383807-0,140373936,5,19:54.0,0.24
I2157297-0,105310626,6,19:22.0,0
I2009337-0,88065120,1,22:39.0,1.159014
I2338083-0,138521742,5,18:11.0,1.97
I2109195-0,128486673,5,07:29.0,0.764285
I2084920-0,103301335,6,13:04.0,2.32
I2212804-0,132057330,5,12:38.0,2.1
I2258183-0,134718806,5,32:39.0,1.08
I2196799-0,131522603,5,57:18.0,2.78
I2143155-0,104845643,6,12:21.0,0
I2115992-0,128665802,5,30:35.0,0.5
I2355952-0,103600955,7,27:50.0,2.31
I2139333-0,90915837,1,20:59.0,0
I2385729-0,101644757,1,46:39.0,2.183333
I1931967-0,100413878,6,45:15.0,1.155
I2153647-0,92969369,7,24:32.0,2.591666
I2263203-0,98635790,7,19:29.0,2.543333
I2359361-0,139409831,5,03:53.0,2.791666
I1975344-0,125281370,5,21:25.0,1.12858
I1917400-0,122894766,5,16:00.0,1.225
I2201420-0,131688878,5,46:10.0,1
I2358356-0,114322117,6,36:51.0,0.71666
I2315490-0,112524276,6,02:04.0,1.418566
I2022209-0,88279999,1,32:22.0,0.36923
I2181330-0,105982152,6,07:48.0,0.514285
I2247549-0,97545451,7,18:37.0,0.866666
I2280077-0,136035078,5,54:56.0,1.425
I2282799-0,111052054,6,27:43.0,0.76875
I2263232-0,135041247,5,47:27.0,1.3
I2087274-0,89511943,1,34:06.0,2.833333
I1947438-0,100917097,6,41:17.0,0.3
I1983441-0,88120575,7,02:53.0,1.85
I2114112-0,90029433,1,48:56.0,0
I2216770-0,107184223,6,47:43.0,2.31
I2209879-0,93052943,1,07:40.0,2.562857
I2282090-0,99938278,7,33:52.0,1
I1971705-0,87483788,1,51:55.0,1.95
I2251525-0,97788557,7,19:08.0,1.38
I2103311-0,90975121,7,34:32.0,0.6
I2177979-0,131054118,5,36:44.0,1.642857
I2184373-0,131193233,5,18:37.0,2.591428
I2109841-0,89941514,1,24:17.0,0.925
I2145545-0,104940114,6,38:33.0,1.68094
I2331246-0,138266731,5,19:04.0,2.484285
I2046813-0,89587073,7,53:21.0,2.9
I2080960-0,90393362,7,37:12.0,0.432
I2318548-0,98893591,1,25:49.0,0
I2248956-0,95235418,1,54:06.0,1.45
I2221504-0,107399947,6,17:59.0,1.571588
I2120490-0,91425250,7,02:40.0,0.50625
I2033860-0,88480298,1,33:27.0,0.316666
I1924308-0,86353637,7,47:25.0,0.116666
I1940096-0,124002844,5,23:54.0,1.135
I2213736-0,107004391,6,52:46.0,1.876666
I2276840-0,110690058,6,26:56.0,0.983333
I1979784-0,125406050,5,29:56.0,1.02
I2341097-0,138622553,5,28:39.0,2.202857
I1964809-0,87349983,1,00:33.0,2.20335
I2142945-0,92466100,7,34:30.0,1.8
I1969878-0,87816481,7,37:51.0,0
I2163351-0,91739094,1,59:14.0,1.761033
I2329099-0,99291523,1,17:38.0,1.433225
I1932271-0,100416260,6,24:20.0,1.3
I2062630-0,89063665,1,48:54.0,0.228571
I2352614-0,100311857,1,22:41.0,0
I2064379-0,89078486,1,36:59.0,2.58875
I2136333-0,104610458,6,04:40.0,1.6
I2108357-0,128471887,5,47:15.0,1
I2041949-0,126813951,5,01:53.0,2.22
I2002421-0,87957318,1,42:36.0,1.23125
I2103432-0,90981575,7,40:10.0,3.01
I2292923-0,100616129,7,27:41.0,1.418333
I1939999-0,86717257,1,16:31.0,1.05
I2064559-0,102949788,6,31:53.0,2.448571
I2250211-0,109109137,6,44:07.0,2.229975
I1982122-0,125479815,5,40:12.0,2.76
I2128555-0,91735128,7,25:06.0,1.542857
I1966294-0,87381581,1,38:43.0,1.333333
I2253558-0,109306777,6,18:16.0,0.25625
I2244334-0,133959848,5,00:34.0,1.55357
I2118959-0,91399965,7,47:59.0,2.2425
I2187010-0,94176479,7,01:31.0,0.878266
I2205345-0,94923806,7,31:07.0,1.2
I2175889-0,92095837,1,08:42.0,1.236828
I2201029-0,131672382,5,48:57.0,1.3
I2131049-0,90557253,1,06:22.0,4.03
I2263015-0,109905207,6,27:57.0,3.27143
I1953361-0,87090148,1,20:53.0,2.52142
I2111615-0,128487731,5,51:56.0,0.55
I2339182-0,102766211,7,29:54.0,0.3
I2195926-0,106349889,6,17:58.0,2.30625
I2050577-0,88840210,1,13:53.0,0.6
I2247517-0,108977472,6,01:32.0,1.285714
I2211310-0,93087359,1,40:48.0,1.11111
I2056471-0,89855978,7,46:33.0,1.08
I2266210-0,98851516,7,10:16.0,1.108973
I2233006-0,133209411,5,56:06.0,0.4
I2303188-0,111985081,6,15:16.0,0.5125
I2217850-0,107224536,6,24:11.0,1.05
I2129881-0,91807813,7,44:02.0,1
I2318733-0,101899880,7,28:14.0,0
I2138795-0,90905380,1,41:35.0,1.28125
I1969116-0,101410248,6,50:48.0,1.071433
I1978986-0,101606319,6,38:00.0,1.733333
I2285101-0,100150546,7,23:32.0,1
I2226737-0,95953490,7,42:16.0,2.512307
I2093582-0,103449594,6,03:22.0,1.191666
I2011584-0,88107249,1,45:10.0,1.97
I1919821-0,99947565,6,06:52.0,1.5
I1925456-0,123319850,5,44:28.0,2.533333
I2132456-0,90619052,1,52:18.0,1.7375
I2358446-0,139367507,5,26:48.0,0
I2260787-0,95919653,1,30:23.0,2.335713
I1968622-0,125054038,5,16:38.0,2.745
I2174103-0,130992518,5,58:08.0,0
I2378212-0,104462192,7,18:12.0,1.3
I2164272-0,130660438,5,02:45.0,2.605714
I1947849-0,86960700,1,09:06.0,1.144444
I2197135-0,131535365,5,44:33.0,2.73875
I2294739-0,136784081,5,27:37.0,1.183333
I2308608-0,101421730,7,20:02.0,1.02
I2267646-0,96331418,1,32:06.0,0.2
I2107824-0,128455205,5,38:38.0,1.064285
I2136698-0,90824283,1,10:28.0,2.55
I2228924-0,96113889,7,33:43.0,2.07
I2211655-0,95199259,7,16:30.0,1
I2020949-0,88894735,7,23:23.0,0.3
I2203134-0,94841472,7,28:25.0,2.958566
I2102534-0,90954054,7,06:27.0,1.2375
I2211620-0,95199251,7,14:17.0,0
I1962937-0,101291727,6,10:20.0,1.04
I1918903-0,85970947,1,05:38.0,0
I2116938-0,128691399,5,23:35.0,1
I2251261-0,134313416,5,42:23.0,0.8
I2218199-0,107243266,6,13:40.0,2.244525
I2176407-0,131032546,5,30:42.0,1.983333
I2277625-0,96903623,1,48:21.0,1.116666
I2090989-0,90649458,7,52:02.0,0.8
I2385374-0,104783660,7,31:20.0,0.226466
I2157653-0,130409280,5,49:47.0,1.4
I1936335-0,86816872,7,19:38.0,1.153133
I2159357-0,105390321,6,06:49.0,1.816666
I2107125-0,91080187,7,31:37.0,0.283333
I1977336-0,87984174,7,08:02.0,0.6
I2151702-0,92909938,7,14:04.0,1.21428
I1980794-0,87649532,1,12:18.0,0
I2149991-0,92810457,7,31:58.0,3.02
I2130148-0,91820166,7,00:05.0,2.271538
I2044637-0,102613211,6,58:37.0,0.6
I1987958-0,87768496,1,55:43.0,0.3
I2288760-0,97569069,1,58:32.0,0.6
I2397548-0,116148490,6,30:26.0,1.05
I2183948-0,94080271,7,46:29.0,1.2375
I2286860-0,111266275,6,01:55.0,2.545
I2091872-0,127996726,5,38:21.0,2.863333
I2352987-0,100323894,1,03:53.0,1.1625
I2219055-0,95567211,7,17:28.0,2.058333
I2050657-0,88843250,1,51:10.0,1.723125
I2295330-0,97878590,1,24:26.0,0.433333
I1999113-0,125831572,5,37:40.0,0.6
I2116870-0,90107957,1,28:13.0,1
I1988863-0,88228179,7,32:00.0,1.5
I2062374-0,89974128,7,37:17.0,2.31
I2161355-0,105448457,6,23:25.0,2.65
I1952244-0,124495491,5,03:20.0,1.38395
I1945005-0,87120611,7,42:50.0,1
I2316709-0,137719862,5,01:33.0,1.2
I2040942-0,102550912,6,34:46.0,2.89
I1987515-0,87760604,1,32:04.0,1.2
I2388600-0,140642276,5,40:24.0,1.6
I1990609-0,125673508,5,16:51.0,1.5
I1954240-0,87110309,1,54:28.0,1.97
I2159853-0,105396804,6,59:00.0,2.44744
I2110394-0,89941843,1,52:47.0,2.558461
I2132605-0,91941686,7,32:35.0,1.0375
I2312628-0,101627205,7,38:24.0,1.158828
I2042152-0,102575312,6,22:00.0,1.25
I2329141-0,102329973,7,33:36.0,1.2
I2390077-0,101891219,1,08:02.0,0
I2181777-0,92207502,1,19:08.0,1.8
I2196274-0,106363316,6,39:06.0,0
I2045686-0,126910996,5,02:45.0,2.58875
I2073194-0,103062836,6,56:22.0,2.16
I2397386-0,141110957,5,25:43.0,1.9
I2114601-0,91242641,7,07:55.0,1.2857
I2277501-0,99596900,7,52:06.0,1.126
I2207960-0,92988627,1,09:38.0,1.15
I2109485-0,89941314,1,27:13.0,1.09
I2044781-0,89532725,7,45:33.0,1.3
I2368837-0,114753109,6,32:50.0,0.55
I2267090-0,110149737,6,38:47.0,2.765
I2038198-0,102494629,6,22:15.0,1.5
I2398057-0,102265090,1,30:13.0,0.6
I2155485-0,91486172,1,01:02.0,1.216666
I2053438-0,89786799,7,05:05.0,0
I2286661-0,136408133,5,22:44.0,1
I2229626-0,107789041,6,51:25.0,1.2
I2157207-0,130389119,5,32:19.0,3.8
I2342283-0,102916600,7,25:12.0,0
I2364901-0,114605810,6,58:39.0,0.26
I2222477-0,95756241,7,05:07.0,2.075
I1922550-0,123176623,5,21:45.0,0.6
I2164503-0,130670531,5,49:58.0,1.65
I2152069-0,130204808,5,34:08.0,2.95
I2213433-0,106991837,6,53:36.0,0.771428
I1937665-0,123898147,5,47:15.0,1
I2145124-0,91158615,1,39:09.0,0
I2271790-0,99244406,7,41:56.0,1.6
I2126155-0,104198140,6,40:17.0,2.73
I1973304-0,101499542,6,40:38.0,1.525
I2215561-0,132186525,5,43:23.0,1.83125
I2200821-0,106546602,6,18:31.0,1.94
I1939748-0,100675039,6,12:12.0,2.158181
I2072697-0,90183633,7,09:44.0,0
I2351921-0,114029451,6,13:54.0,2.266666
I2233628-0,133268805,5,18:50.0,1.800887
I2146151-0,104955771,6,33:34.0,1.1625
I2303574-0,101137039,7,12:38.0,0.5
I2078527-0,127676800,5,23:42.0,2.31
I2112078-0,103809277,6,31:42.0,0
I2392033-0,140823932,5,52:05.0,1.6
I2026068-0,88334753,1,36:51.0,1.65
I2347589-0,113873841,6,34:05.0,0.4
I2202985-0,92821811,1,12:04.0,1.192312
I2064478-0,90028213,7,08:14.0,1.598114
I2173805-0,93817123,7,00:53.0,0
I2111288-0,103787006,6,36:05.0,1.15
I2312731-0,98656003,1,17:21.0,0.6
I2222350-0,95750030,7,40:07.0,0.3
I1957530-0,124666766,5,13:04.0,1.921426
I2042885-0,89469649,7,22:00.0,2.275
I2187149-0,106111021,6,23:06.0,0
I2158843-0,130460527,5,58:59.0,0
I1929102-0,86530580,7,24:21.0,2.293333
I2097777-0,89703971,1,18:29.0,0.484615
I1930899-0,123569809,5,59:00.0,2.163333
I2205609-0,92891076,1,12:28.0,2.744285
I2025171-0,89008562,7,46:48.0,2
I2271351-0,110384980,6,51:34.0,0
I2156487-0,93087001,7,57:42.0,1
I2136431-0,90810388,1,58:59.0,1.3
I2275765-0,110631507,6,55:47.0,1.5
I2170818-0,130906864,5,52:52.0,1.55
I2009973-0,88643855,7,10:53.0,2.445
I1943511-0,100790540,6,03:56.0,2.18
I2333428-0,102534148,7,20:52.0,1.6
I2151520-0,92899893,7,22:55.0,2.466666
I2246527-0,97477318,7,08:27.0,0.423333
I2124315-0,91551160,7,40:14.0,1.2
I2300379-0,100978752,7,51:42.0,0.4
I2199687-0,131628560,5,50:21.0,1
I2230324-0,96203726,7,13:31.0,1.75
I2139277-0,129656023,5,44:29.0,2.293333
I1940387-0,86721129,1,15:51.0,1.94284
I2143813-0,92517013,7,41:53.0,0
I2036632-0,102463820,6,11:07.0,0.516666
I1926524-0,86265466,1,03:22.0,1.8
I2239526-0,133705040,5,58:59.0,0.8
I1946757-0,87166306,7,57:08.0,1.67
I2321399-0,137900470,5,06:15.0,1.42
I2215449-0,95368525,7,32:26.0,0
I2089760-0,90622238,7,36:04.0,1.335
I2120029-0,91418441,7,58:59.0,1.83125
I1919376-0,122980241,5,15:43.0,0.9
I2268663-0,135375386,5,44:40.0,0
I2321285-0,137897118,5,13:52.0,1.55072
I2163136-0,105508134,6,19:12.0,1.25
I2036563-0,102462116,6,47:30.0,2.87
I2386832-0,140526619,5,15:37.0,1
I2137654-0,104665037,6,05:58.0,2.535725
I2147010-0,104979236,6,28:38.0,1.1
I2313163-0,112420464,6,40:50.0,0.25625
I2348685-0,138985109,5,11:53.0,1.17142
I2009772-0,88639898,7,17:10.0,1.163633
I1965694-0,101337044,6,51:58.0,1.3
I2231581-0,133088022,5,14:50.0,0.6
I2309638-0,98534563,1,05:30.0,0
I1983142-0,125516831,5,12:04.0,0.9
I2110156-0,103771610,6,09:35.0,2.55321
I2215724-0,132197261,5,36:09.0,2.4875
I2171979-0,105792379,6,02:22.0,1.05
I2128453-0,129092460,5,44:53.0,1.25
I2096153-0,103500452,6,12:43.0,0
I1974846-0,125267295,5,06:24.0,1.14285
